id,label
43186,Class_2
1129111,Class_2
41732,Class_4
22869,Class_3
9513,Class_5
9515,Class_5
119712,Class_2
270456,Class_5
5959,Class_5
576362,Class_1
1153183,Class_2
22874,Class_3
22875,Class_3
22876,Class_3
1124837,Class_2
1132857,Class_6
594511,Class_1
22883,Class_5
238401,Class_5
1136449,Class_2
714208,Class_6
9559,Class_4
135798,Class_0
1152490,Class_2
1109566,Class_2
1103038,Class_3
177115,Class_3
523394,Class_6
1128453,Class_1
1109581,Class_4
101660,Class_0
101662,Class_5
9581,Class_2
9586,Class_2
1135750,Class_2
51934,Class_2
762980,Class_2
1153900,Class_1
593859,Class_1
714256,Class_6
8874,Class_1
25794,Class_3
75121,Class_0
28632,Class_5
1153922,Class_2
1119742,Class_6
63549,Class_2
1138619,Class_0
1102364,Class_6
28640,Class_5
28641,Class_5
409725,Class_0
292277,Class_1
606479,Class_1
1153942,Class_1
1153945,Class_1
1153946,Class_2
709113,Class_0
194609,Class_2
90470,Class_4
820661,Class_2
820662,Class_2
1105231,Class_1
73712,Class_2
54844,Class_5
684972,Class_6
134314,Class_6
735303,Class_1
824245,Class_4
195361,Class_4
529165,Class_2
1131414,Class_2
617378,Class_2
1120563,Class_3
47570,Class_3
684986,Class_6
735311,Class_1
187354,Class_0
1132157,Class_5
58436,Class_3
278403,Class_2
58453,Class_1
58454,Class_3
206524,Class_0
593104,Class_1
133628,Class_5
46887,Class_2
49720,Class_2
1131471,Class_5
643597,Class_2
1107418,Class_1
1129994,Class_6
573535,Class_2
814836,Class_0
1119004,Class_2
1134320,Class_6
1116181,Class_3
1108167,Class_5
1108169,Class_2
49753,Class_2
57773,Class_0
7430,Class_4
521251,Class_3
593155,Class_1
642894,Class_6
1126315,Class_2
1108175,Class_5
1059953,Class_5
521269,Class_3
1118302,Class_0
1130780,Class_2
1134346,Class_6
1134348,Class_6
1135082,Class_2
899085,Class_0
124952,Class_6
240791,Class_2
189571,Class_6
189572,Class_6
1126350,Class_5
189574,Class_0
177993,Class_1
27230,Class_4
1119078,Class_5
128540,Class_1
308529,Class_4
54131,Class_1
75983,Class_2
15670,Class_1
33818,Class_2
95594,Class_4
6782,Class_0
33823,Class_2
25805,Class_5
1153287,Class_4
596075,Class_3
817774,Class_2
18532,Class_2
18536,Class_2
235670,Class_0
235678,Class_0
235679,Class_0
739707,Class_2
17811,Class_5
503871,Class_2
235683,Class_0
1128531,Class_0
594649,Class_1
1128536,Class_5
1102400,Class_5
593921,Class_1
486840,Class_1
1127810,Class_4
503893,Class_1
399370,Class_2
387795,Class_1
220420,Class_1
593942,Class_1
8961,Class_5
645016,Class_6
481073,Class_4
11337,Class_5
578650,Class_1
1130069,Class_2
1127851,Class_0
124224,Class_2
37483,Class_0
578669,Class_1
1127863,Class_0
1135894,Class_2
645046,Class_6
22229,Class_1
149669,Class_4
365294,Class_4
169279,Class_2
1138755,Class_2
323128,Class_5
22241,Class_1
156977,Class_6
982432,Class_2
1120650,Class_0
1105344,Class_2
59244,Class_0
286500,Class_1
567005,Class_4
644361,Class_6
644363,Class_6
154023,Class_2
286513,Class_1
459206,Class_1
887862,Class_2
1105360,Class_0
1112650,Class_3
632796,Class_6
47682,Class_0
47683,Class_0
47684,Class_3
4637,Class_5
642920,Class_2
634902,Class_1
459213,Class_1
459214,Class_1
634904,Class_1
459216,Class_1
20821,Class_0
178718,Class_1
1108209,Class_2
1112665,Class_2
1104647,Class_1
1140289,Class_2
66563,Class_1
67292,Class_2
66564,Class_1
154047,Class_2
642930,Class_2
654519,Class_4
178727,Class_1
1135108,Class_6
593201,Class_1
162075,Class_2
593209,Class_1
107569,Class_2
1123530,Class_1
1135115,Class_2
1132285,Class_5
1131557,Class_1
162080,Class_2
3932,Class_3
593210,Class_1
118424,Class_2
1135122,Class_2
634938,Class_1
1131565,Class_1
20857,Class_0
118435,Class_2
118436,Class_2
643695,Class_6
1130847,Class_1
1111978,Class_5
1154012,Class_6
1108258,Class_3
49844,Class_0
49847,Class_0
189620,Class_2
189623,Class_6
1108267,Class_3
1050679,Class_2
634975,Class_1
1114838,Class_2
577227,Class_1
28026,Class_3
601561,Class_3
24476,Class_6
1026,Class_1
95642,Class_4
270600,Class_2
145384,Class_4
16461,Class_2
35335,Class_2
1138027,Class_3
1035,Class_1
1114864,Class_3
1154068,Class_6
449841,Class_0
1154071,Class_6
1106854,Class_2
210309,Class_5
801170,Class_1
251756,Class_1
645870,Class_6
144679,Class_3
1138043,Class_1
86923,Class_2
342802,Class_2
1152633,Class_6
711527,Class_5
684372,Class_2
216878,Class_2
62274,Class_6
72406,Class_4
101811,Class_5
246618,Class_1
1136631,Class_2
1152676,Class_1
235776,Class_2
57119,Class_1
119956,Class_2
948147,Class_2
739816,Class_2
3222,Class_5
1117786,Class_0
1110520,Class_2
36802,Class_6
3232,Class_5
3237,Class_5
1111265,Class_2
695284,Class_2
37541,Class_2
1110546,Class_1
71736,Class_6
1135955,Class_2
12155,Class_5
258259,Class_6
1114118,Class_2
606647,Class_1
12165,Class_5
1110563,Class_2
12169,Class_5
1133004,Class_2
1133008,Class_2
1102567,Class_3
12195,Class_5
28851,Class_1
644427,Class_6
1113438,Class_1
1121459,Class_2
689439,Class_0
633585,Class_6
31083,Class_5
6152,Class_4
1119987,Class_3
1114184,Class_2
82664,Class_3
82666,Class_3
672070,Class_2
672071,Class_2
632874,Class_2
1114192,Class_2
644470,Class_6
5462,Class_2
594011,Class_1
20924,Class_3
1131634,Class_2
1120786,Class_6
1112767,Class_2
180301,Class_6
160705,Class_2
628458,Class_2
628459,Class_2
1130915,Class_2
1116336,Class_6
390889,Class_2
57922,Class_5
594039,Class_2
13654,Class_2
57932,Class_5
73972,Class_3
198443,Class_1
60159,Class_2
101143,Class_3
101145,Class_3
763181,Class_2
44121,Class_6
593328,Class_1
259772,Class_3
60169,Class_2
24530,Class_4
467383,Class_1
20972,Class_4
13686,Class_2
152731,Class_2
118558,Class_4
118559,Class_4
1154123,Class_2
1154124,Class_2
1126503,Class_3
40583,Class_2
95719,Class_5
693143,Class_2
36131,Class_4
1123689,Class_6
6913,Class_6
256106,Class_2
36140,Class_5
1115670,Class_5
1108389,Class_6
6923,Class_0
6925,Class_5
36162,Class_3
62329,Class_1
36167,Class_4
6941,Class_0
245288,Class_4
62333,Class_2
189774,Class_6
1133846,Class_2
167205,Class_0
62347,Class_2
267003,Class_4
1114992,Class_2
1112026,Class_0
1119295,Class_3
1111304,Class_6
964248,Class_5
45603,Class_1
1109830,Class_2
1152761,Class_1
62389,Class_4
444191,Class_2
263482,Class_0
263486,Class_0
263498,Class_1
675756,Class_6
1125895,Class_2
627024,Class_2
12211,Class_5
643069,Class_6
1112075,Class_2
884094,Class_6
120817,Class_2
1110628,Class_6
18770,Class_6
18773,Class_5
173863,Class_6
1130243,Class_5
1102625,Class_5
63812,Class_0
18781,Class_5
18785,Class_5
1129494,Class_2
578845,Class_1
68115,Class_3
293271,Class_4
63835,Class_5
1919,Class_6
164,Class_5
293285,Class_4
12275,Class_2
1103383,Class_1
1114239,Class_3
6215,Class_4
288107,Class_5
385067,Class_3
1121537,Class_5
1103394,Class_3
6224,Class_4
2663,Class_2
104840,Class_5
632935,Class_6
1106236,Class_3
375605,Class_1
1132406,Class_2
28964,Class_6
308003,Class_0
47839,Class_2
753070,Class_2
563613,Class_2
1132416,Class_2
2695,Class_2
2696,Class_2
2698,Class_2
1105530,Class_2
1113551,Class_3
688824,Class_2
1138968,Class_1
1120858,Class_2
40605,Class_6
1132443,Class_2
1999,Class_5
33325,Class_5
644577,Class_6
66751,Class_2
594119,Class_1
1132461,Class_2
1115701,Class_2
1131741,Class_1
270085,Class_1
1136040,Class_2
1131752,Class_1
1131754,Class_4
4878,Class_3
1123756,Class_1
1135345,Class_2
1107728,Class_2
1154232,Class_6
1154233,Class_6
17363,Class_2
1213,Class_0
149139,Class_5
28230,Class_3
50838,Class_3
1125906,Class_6
32698,Class_5
754594,Class_2
1133930,Class_0
1115790,Class_2
28249,Class_4
1237,Class_2
684531,Class_2
238099,Class_0
131042,Class_2
444240,Class_5
1112106,Class_2
27535,Class_5
28267,Class_3
1120138,Class_2
1117920,Class_6
1125944,Class_6
1118658,Class_5
263553,Class_2
1125953,Class_5
114308,Class_5
630817,Class_2
687401,Class_2
594900,Class_1
10174,Class_5
73323,Class_4
46431,Class_5
202520,Class_6
15987,Class_6
10186,Class_5
294030,Class_3
675847,Class_2
190697,Class_1
576795,Class_1
1125993,Class_3
519318,Class_6
1120197,Class_2
1152896,Class_3
1122304,Class_2
2702,Class_2
1129572,Class_2
1112194,Class_2
29738,Class_2
1128868,Class_2
633721,Class_6
630890,Class_2
1123068,Class_5
561568,Class_6
733534,Class_2
1102751,Class_5
1114336,Class_3
1123087,Class_2
6311,Class_2
116512,Class_2
6318,Class_0
7047,Class_5
1123093,Class_5
1103499,Class_6
151430,Class_5
431206,Class_2
372862,Class_0
561593,Class_6
1106330,Class_5
1105603,Class_2
1132505,Class_2
74821,Class_2
6344,Class_3
116545,Class_1
733576,Class_2
1112911,Class_1
1105622,Class_2
1102794,Class_4
262108,Class_1
116552,Class_1
41417,Class_3
1140543,Class_2
14529,Class_3
1117219,Class_2
1107095,Class_0
1140548,Class_2
523010,Class_2
42156,Class_2
262121,Class_1
22564,Class_3
14545,Class_5
22566,Class_3
1106388,Class_0
429781,Class_5
335042,Class_2
219218,Class_6
610529,Class_2
250566,Class_2
1104946,Class_5
195792,Class_1
1152179,Class_2
89308,Class_3
350373,Class_5
628667,Class_4
628668,Class_4
102061,Class_1
430574,Class_2
1107808,Class_2
1110028,Class_5
45052,Class_6
89335,Class_0
252715,Class_3
4983,Class_3
646837,Class_1
1139009,Class_4
252725,Class_4
593544,Class_1
299195,Class_4
593559,Class_1
1108570,Class_5
272345,Class_3
593560,Class_1
70520,Class_4
131122,Class_4
8591,Class_0
217852,Class_0
264347,Class_2
7867,Class_3
27612,Class_5
1152917,Class_6
28359,Class_4
103528,Class_3
46500,Class_5
27631,Class_4
289779,Class_1
103537,Class_6
633081,Class_2
255628,Class_2
397590,Class_0
1129610,Class_1
50980,Class_3
28385,Class_4
427606,Class_1
616336,Class_0
1120252,Class_2
1152958,Class_2
1152959,Class_2
1385,Class_4
254923,Class_1
34961,Class_5
46547,Class_5
13136,Class_2
1131137,Class_5
233106,Class_2
561613,Class_6
1131149,Class_2
1104258,Class_2
1152991,Class_6
447250,Class_2
115188,Class_2
102879,Class_5
1131150,Class_2
56708,Class_4
1128943,Class_1
134060,Class_4
102884,Class_5
1131163,Class_2
4274,Class_5
1131172,Class_6
767763,Class_2
152226,Class_5
152227,Class_5
626530,Class_6
626531,Class_6
1131180,Class_6
1130454,Class_6
1131184,Class_2
1128974,Class_1
1128975,Class_1
1128977,Class_1
1128978,Class_1
117328,Class_3
24043,Class_2
